IATA_code,name,city_name,country_code
FCO,Leonardo da Vinci-Fiumicino,Rome,IT
ROM,"Rome, All",Rome,IT
RAN,RAN,,IT
QAQ,QAQ,,IT
QSR,QSR,,IT
PSA,Pisa Intl,Pisa,IT
PNL,Pantelleria,Pantelleria,IT
PMO,Falcone–Borsellino,Palermo,IT
PEG,Perugia San Francesco d'Assisi – Umbria Intl,Perugia,IT
OLB,Olbia Costa Smeralda,Olbia,IT
NSY,Sigonella Airport,Catania,IT
NAP,Naples,Naples,IT
VIC,VIC,,IT
TSF,"San Angelo AB, Treviso",Venice,IT
VCE,Venice Marco Polo,Venice,IT
VRN,Verona,Verona,IT
UDN,UDN,,IT
TTB,"Tortoli, Sardina",Tortoli,IT
TRN,Torino/Turin,Turin,IT
TRS,Trieste,Trieste,IT
TPS,Trapani/Marsala,Trapani,IT
SUF,Lamezia Terme Intl,Lamezia Terme,IT
TAR,TAR,,IT
SAY,Siena-Ampugnano,Siena,IT
NEG,Negril Aerodrome,Negril,JM
OCJ,Boscobel,Ocho Rios,JM
POT,Ken Jones,Port Antonio,JM
MBJ,Sangster Intl,Montego Bay,JM
KIN,Norman Manley Intl,Kingston,JM
KTP,Tinson,Kingston,JM
MVJ,MVJ,,JM
ADJ,Marka Intl,Amman,JO
MPQ,Maan,Maan,JO
OMF,Mafraq,Mafraq,JO
QMD,Madaba,Madaba,JO
AMM,Queen Alia Intl,Amman,JO
AQJ,Aomori,Aomori,JO
AOJ,Aomori,Aomori,JP
AKJ,Asahikawa,Asahikawa,JP
AGJ,AGJ,,JP
FUK,Fukuoka,Fukuoka,JP
HIJ,Hiroshima,Hiroshima,JP
HKD,Hakodate,Hakodate,JP
HHE,Hachinohe,Hachinohe,JP
HNA,Hanamaki,Hanamaki,JP
AHA,Naha Air Force Base,Okinawa,JP
ASJ,Amami,Amami O Shima,JP
AXT,Akita,Akita,JP
BPU,BPU,,JP
DNA,Kadena Air Force Base,Okinawa,JP
FKJ,FKJ,,JP
FKS,Fukushima,Fukushima,JP
FSZ,Shizuoka,Shizuoka,JP
FUJ,Fukue,Fukue,JP
GAJ,Junmachi,Yamagata,JP
HAC,Hachijo Jima,Hachijojima,JP
HIW,Hiroshima West,Hiroshima,JP
HSG,Saga,Saga,JP
IBR,Ibaraki,Ibaraki,JP
IKI,IKI,IKI,JP
IWJ,Hagi-Iwami,Masuda,JP
KJP,Kerama,Kerama,JP
KMI,Miyazaki,Miyazaki,JP
KMQ,Komatsu,Komatsu,JP
KUJ,Kushimoto,Kushimoto,JP
MMB,Memanbetsu,Memanbetsu,JP
MMY,Miyako,Miyako,JP
MYE,Miyake Jima,Miyakejima,JP
NGY,EK Bus Station,Nagoya,JP
NKM,Nagoya,Nagoya,JP
OIM,Oshima,Oshima,JP
OKA,Naha,Okinawa,JP
OKE,Okinoerabu,Okierabu,JP
OKI,Oki Island,Oki,JP
OMJ,Omura,Nagasaki,JP
ONJ,Odate Noshiro,Odate/Noshiro,JP
QCB,Chiba,Chiba,JP
QEB,Maebashi,Maebashi,JP
QFY,Fukuyama,Fukuyama,JP
QGU,Gifu,Gifu,JP
QGZ,Yokkaichi,Yokkaichi,JP
QIS,Mito,Mito,JP
QKV,Sakai,Sakai,JP
QKW,Kanazawa,Kanazawa,JP
QKY,Wakayama,Wakayama,JP
QNG,Nagano,Nagano,JP
QNZ,Nara,Nara,JP
QOO,Otsu,Otsu,JP
QOT,Otaru,Otaru,JP
QUT,Utsunomiya,Utsunomiya,JP
RIS,Rishiri,Rishiri,JP
SHI,Shimojishima,Shimojishima,JP
TRA,Tarama,Tarama,JP
TSJ,Tsushima,Tsushima,JP
UBJ,Ube,Ube,JP
UKY,DownTown,Kyoto,JP
KKJ,Kitakyushu,Kitakyushu,JP
KKX,Kikaiga Shima,Kikai,JP
KMJ,Kumamoto,Kumamoto,JP
KTD,Kitadaito,Kitadaito,JP
KOJ,Kagoshima,Kagoshima,JP
KIJ,Niigata,Niigata,JP
KCZ,Kochi Ryoma,Kochi,JP
HTR,Hateruma,Hateruma,JP
IWK,Iwakuni,Iwakuni,JP
ISG,Ishigaki,Ishigaki,JP
IZO,Izumo,Izumo,JP
MBE,Monbetsu,Monbetsu,JP
KUM,Yaku Shima,Yakushima,JP
KUH,Kushiro,Kushiro,JP
RBJ,Rebun,Rebun,JP
RNJ,Yoron,Yoron,JP
OBO,Tokachi-Obihiro,Obihiro,JP
OKJ,Okayama,Okayama,JP
OIR,Okushiri,Okushiri,JP
OIT,Oita,Oita,JP
OGN,Yonaguni,Yonaguni,JP
ITM,Itami,Osaka,JP
KIX,Kansai Intl,Osaka,JP
UKB,Kobe,Osaka,JP
NTQ,Noto,Wajima,JP
NJA,NJA,,JP
NGS,Nagasaki,Nagasaki,JP
NGO,Chubu Centrair Intl,Nagoya,JP
MYJ,Matsuyama,Matsuyama,JP
MUS,Minamitorishima,Minamitorishima,JP
MSJ,Misawa,Misawa,JP
MMD,Minamidaito,Minamidaito,JP
MMJ,Matsumoto,Matsumoto,JP
SDJ,Sendai,Sendai,JP
SDS,Sado,Sado,JP
CTS,New Chitose,Sapporo,JP
OKD,Okadama,Sapporo,JP
SPK,"Sapporo, All",Sapporo,JP
SHM,Nanki Shirahama,Shirahama,JP
SHB,Nakashibetsu,Nakashibetsu,JP
TAK,Takamatsu,Takamatsu,JP
SYO,Shonai/Tsuruoka,Shonai,JP
TOY,Toyama,Toyama,JP
TJH,Toyooka,Toyooka,JP
TKN,Tokuno Shima,Tokunoshima,JP
TKS,Tokushima,Tokushima,JP
TNE,Tanegashima,Tanegashima,JP
TTJ,Tottori,Tottori,JP
HND,Haneda,Tokyo,JP
NRT,Narita Intl,Tokyo,JP
OKO,Yokota,Tokyo,JP
TYO,"Tokyo, All",Tokyo,JP
UEO,Kume Jima,Kume-jima,JP
WKJ,Wakkanai,Wakkanai,JP
YGJ,Miho–Yonago,Yonago,JP
WJR,WJR,,KE
MYD,Malindi,Malindi,KE
NDE,Mandera,Mandera,KE
NBO,Jomo Kenyatta Intl,Nairobi,KE
WIL,"Wilson, Nairobi",Nairobi,KE
NUU,NUU,,KE
NYK,Nanyuki,Nanyuki,KE
RBT,Marsabit,Marsabit,KE
OYL,Moyale,Moyale,KE
KTL,KTL,,KE
LBN,Lake Baringo,Lake Baringo,KE
LBK,Liboi,Liboi,KE
LAU,Manda,Lamu,KE
LOK,LOK,,KE
LKG,Lokichogio,Lokichoggio,KE
MBA,Moi Intl,Mombasa,KE
KEY,KEY,,KE
KRV,Kerio Valley,Kimwarer,KE
KLK,Kalokol,Kalokol,KE
KIS,Kisumu,Kisumu,KE
ASV,Amboseli,Amboseli,KE
EYS,Eliye Springs,Eliye Springs,KE
HOA,Hola,Hola,KE
ILU,Kilaguni,Kilaguni,KE
JJM,Mulika Lodge,Meru Kinna,KE
KWY,Kiwayu,Kiwayu,KE
LKU,Lake Turkana,Lake Turkana,KE
MRE,Mara Serena,Masai Mara,KE
UAS,Samburu,Samburu,KE
VPG,VPG,,KE
GAS,Garissa,Garissa,KE
GGM,Kakamega,Kakamega,KE
EDL,Eldoret Intl,Eldoret,KE
FRU,Manas Intl,Bishkek,KG
OSS,Osh,Osh,KG
BBM,Battambang,Battambang,KH
KKZ,Koh Kong,Koh Kong,KH
KMT,KMT,,KH
KTI,Kratie,Kratie,KH
KZC,KZC,,KH
MWV,MWV,,KH
OMY,Preah Vinhear,Thbeng Meanchey,KH
RBE,Ratanakiri,Ratanakiri,KH
REP,Siem Reap Intl,Siem Reap,KH
TNX,Stung Treng,Stung Treng,KH
KOS,KOS,,KH
KZD,Krakor,Krakor,KH
PNH,Phnom Penh Intl,Phnom Penh,KH
TNV,Tabuaeran,Tabuaeran,KI
TMN,Tamana,Tamana,KI
TRW,Tarawa,Tarawa,KI
AAK,AAK,,KI
AEA,Abemama,Abemama,KI
BBG,BBG,,KI
BEZ,Beru,Beru,KI
CIS,CIS,,KI
KUC,Kuria,Kuria,KI
MNK,Maiana,Maiana,KI
MTK,Makin,Makin,KI
MZK,MZK,,KI
NIG,NIG,,KI
OOT,Onotoa,Onotoa,KI
TBF,Tabiteuea North,Tabiteuea North,KI
TNQ,TNQ,,KI
TSU,Tabiteuea South,Tabiteuea South,KI
CXI,Cassidy Intl,Kiritimati,KI
AIS,Arorae,Arorae,KI
ABF,ABF,,KI
AJN,Ouani,Anjouan,KM
HAH,Hahaia,Moroni,KM
YVA,Iconi,Moroni,KM
NEV,Vance W. Amory Intl ,Nevis,KN
SKB,Robert L. Bradshaw Intl,St Kitts,KN
DSO,DSO,,KP
FNJ,Pyong Yang,Pyongyang,KP
RGO,Chongjin,Chongjin,KP
YJS,Samjiyon,Samjiyon,KP
WOS,Wonson,Wonson,KP
USN,Ulsan,Ulsan,KR
TAE,Taegu,Daegu,KR
GMP,Gimpo Intl,Seoul,KR
ICN,Incheon Intl,Seoul,KR
SSN,Air Base,Seoul,KR
SEL,"Seoul, All",Seoul,KR
PUS,Gimhae Intl,Busan,KR
KWJ,Gwangju,Gwangju,KR
CHF,Jinhae,Jinhae,KR
CHN,CHN,,KR
CJJ,Cheongju,Cheongju,KR
CJU, Jeju Intl,Jeju,KR
HIN,Sacheon,Jinju,KR
JDG,Jeongseok,Jeongseok,KR
KAG,Gangneung Air Base,Gangneung,KR
KPO,Pohang,Pohang,KR
KUV,Gunsan,Gunsan,KR
MPK,MPK,,KR
MWX,Muan,Muan,KR
OSN,Osan,Osan,KR
QTW,Daejeon,Daejeon,KR
QUN,Chuncheon,Chuncheon,KR
RSU,Yeosu,Yeosu/Suncheon,KR
SUK,Samcheok,Samcheok,KR
SWU,Suwon,Suwon,KR
UJN,Uljin,Uljin,KR
WBJ,Won Ju,Won Ju,KR
WJU,Wonju,Wonju,KR
YEC,Yechon,Yecheon,KR
YNY,Yangyang Intl,Yangyang,KR
ZZZ,ZZZ,,KR
KWI,Kuwait Intl,Kuwait,KW
XIJ,Off-Line Point,Ahmed Al Jaber,KW
GCM,Owen Roberts Intl,Grand Cayman,KY
CYB,Charles Kirkconnell Intl,Cayman Brac,KY
LYB,LYB,,KY
KZO,Kzyl-Orda,Kzyl-Orda,KZ
KOV,KOV,,KZ
KSN,Kostanay,Kostanay,KZ
PWQ,Pavlodar,Pavlodar,KZ
PLX,Semipalatinsk,Semey,KZ
SCO,Aktau,Aktau,KZ
TDK,Taldy-Kurgan,Taldykorgan,KZ
SZI,Zaysan,Zaysan,KZ
URA,Uralsk,Uralsk,KZ
NQZ,Nursultan Nazarbayev,Nur-Sultan,KZ
TSE,ASTANA,Astana,KZ
CIT,Shymkent International,Shymkent,KZ
EKB,Ekibastuz,Ekibastuz,KZ
DMB,Taraz,Taraz,KZ
GUW,Atyrau,Atyrau,KZ
AKX,Aktobe,Aktobe,KZ
ALA,Almaty,Almaty,KZ
ATX,Atbasar,Atbasar,KZ
AYK,AYK,,KZ
BXH,BXH,,KZ
BXJ,Burundai,Almaty,KZ
DZN,Zhezhazgan,Zhezkazgan,KZ
HRC,Sary Su,Zhayrem,KZ
KGF,Sary-Arka,Karaganda,KZ
PPK,Petropavlovsk,Petropavlovsk,KZ
UKK,Ust-Kamenogorsk,Ust-Kamenogorsk,KZ
AOU,AOU,,LA
HOE,Ban Houeisay,Houeisay,LA
KOG,Khong,Khong,LA
NEU,Sam Neua,Sam Neua,LA
ODY,Oudomxay,Muang Xay,LA
PCQ,Bounneua,Phongsaly,LA
VNA,VNA,,LA
ZBY,Sayaboury,Sayaboury,LA
VTE,Vientiane,Vientiane,LA
THK,Thakhek,Thakhek,LA
XKH,Xiangkhoang,Phonsavan,LA
ZVK,Savannakhet,Savannakhet,LA
PKZ,Pakse,Pakse,LA
LPQ,Luang Prabang Intl,Luang Prabang,LA
LXG,Louangnamtha,Luang Namtha,LA
KYE,KYE,,LB
BEY,Beirut-Rafic Hariri Intl,Beirut,LB
SLU,George F. L. Charles,Saint Lucia,LC
UVF,St. Lucia - Hewanorra,Saint Lucia,LC
QVU,Vaduz,Vaduz,LI
AFK,AFK,,LK
BYV,BYV,,LK
DGM,Dongguan,Dongguan,LK
GOY,Gal Oya,Gal Oya,LK
HTT,Mahinda Rajapakse Intl,Hambantota,LK
IRU,IRU,,LK
KDZ,KDZ,,LK
KEZ,Kelaniya River,Kelaniya,LK
MNH,MNH,,LK
PQD,Pasikudha Spb,Batticaloa,LK
RML,Ratmalana,Colombo,LK
THW,Trincomalee,Trincomalee,LK
BJT,Bentota River Seaplane Base,Bentota River,LK
AYY,AYY,,LK
BTC,BTC,,LK
ADP,Ampara,Ampara,LK
ACJ,Anuradhapura,Anuradhapura,LK
GIU,GIU,,LK
HRI,Mattala Rajapaksa Intl,Hambantota,LK
HIM,Hingurakgoda,Hingurakgoda,LK
DIW,Mawella Lagoon,Dickwella,LK
DBU,Dambula Oya Tank,Dambula,LK
CMB,Bandaranaike Intl,Colombo,LK
TRR,TRR,,LK
WRZ,Weerawila,Weerawila,LK
KDW,Victoria Reservoir Kandy Seaplane Base,Kandy,LK
KDY,Mahaweli,Mahaweli,LK
KCT,Koggala,Koggala,LK
JAF,Jaffna,Jaffna,LK
NUA,Gregory Lake Sea Plane Base,Nuwara Eliya,LK
NUF,Castlereigh Reservoir,Hatton,LK
NIA,Nimba,Nimba,LR
MLW,Spriggs Payne,Monrovia,LR
ROB,Roberts Intl,Monrovia,LR
VOI,VOI,,LR
SNI,R. E. Murray,Sinoe,LR
SAZ,Sasstown,Sasstown,LR
RVC,River Cess,River Cess,LR
THC,THC,,LR
GRC,Grand Cess,Grand Cess,LR
BYL,Belle Yella,Belle Yella,LR
CPA,Cape Palmas,Harper,LR
TPT,Tapeta,Tapeta,LR
UCN,Buchanan,Buchanan,LR
WES,Weasua,Weasua,LR
LEF,Lebakeng,Lebakeng,LS
NKU,NKU,,LS
SHK,SHK,,LS
SHZ,SHZ,,LS
SKQ,Sekake,Sekake,LS
SOK,Semongkong,Semongkong,LS
THB,Thaba Tseka,Thaba Tseka,LS
UTG,Quthing,Quthing,LS
TKO,Tlokoeng,Tlokoeng,LS
UNE,Qacha'S Nek,Qacha'S Nek,LS
MSU,Moshoeshoe I Intl,Maseru,LS
MSG,Matsaile,Matsaile,LS
LRB,Leribe,Leribe,LS
MKH,MKH,,LS
MFC,Mafeteng,Mafeteng,LS
KUN,Kaunas,Kaunas,LT
PNV,Panevezys,Panevezys,LT
VNO,Vilnius,Vilnius,LT
SQQ,SQQ,,LT
PLQ,Palanga Intl,Palanga,LT
LUX,Luxembourg Findel,Luxembourg,LU
RSC,Skulte,Riga,LV
DGP,DGP,,LV
VNT,VNT,,LV
RIX,Riga Intl,Riga,LV
LPX,LPX,,LV
TOB,Tobruk,Tobruk,LY
SRX,"Sert, Libyan A Jamahiriyah",Sirte,LY
TIP,Tripoli,Tripoli,LY
DNF,Martuba,Derna,LY
GHT,Ghat,Ghat,LY
BEN,Benina Intl,Benghazi,LY
AKF,Kufra,Kufra,LY
BCQ,Brach,Brach,LY
HUQ,Houn,Hon,LY
LAQ,Al Abraq Intl,Beida,LY
LMQ,Marsa Brega,Marsa Brega,LY
LTD,Ghadames,Ghadames,LY
MJI,Mitiga Intl,Tripoli,LY
MRA,Misurata,Misurata,LY
NFR,Nafoora,Nafoora,LY
QUB,QUB,,LY
SEB,Sebha,Sebha,LY
WAX,Zuara,Zuara,LY
AHU,Charif Al Idrissi,Al Hoceima,MA
EUN,Hassan I,Laayoune,MA
GLN,GLN,,MA
RAK,Marrakesh Menara,Marrakech,MA
SMW,Smara,Smara,MA
TFY,Tarfaya,Tarfaya,MA
TTA,TTA,,MA
VIL,"Dakhla, Western Sahara",Dakhla,MA
CAS,Anfa,Casablanca,MA
CMN,Mohamed V Intl,Casablanca,MA
AGA,Agadir Al Massira,Agadir,MA
FEZ,Fez,Fes,MA
ESU,Essaouira-Mogador,Essaouira,MA
ERH,ERH,,MA
GMD,Ben Slimane,Ben Slimane,MA
SII,SII,,MA
TNG,Tangier,Tangier,MA
UAR,UAR,,MA
TTU,TTU,,MA
RBA,Rabat–Salé,Rabat,MA
OZG,Zagora,Zagora,MA
OZZ,Ouarzazate,Ouarzazate,MA
OUD,Les Angades,Oujda,MA
NDR,Nador Intl,Nador,MA
NNA,NNA,,MA
MCM,Monte Carlo Heliport,Monte Carlo,MC
BZY,BZY,,MD
KIV,Chisinau Intl,Chisinau,MD
ZBK,ZBK,,ME
IVG,Berane,Berane,ME
QBA,Budva,Budva,ME
TGD,"Titograd, Montenegro",Podgorica,ME
TIV,"Tivat, Montenegro",Tivat,ME
ZKQ,Kotor,Kotor,ME
AHY,AHY,,MG
DIE,Arrachart,Antsiranana,MG
FTU,Marillac,Tolanaro,MG
ILK,ILK,,MG
MJA,Manja,Manja,MG
NKO,Ankokoambo,Ankokoambo,MG
RLR,Isalo,Isalo,MG
WPB,Port Berge,Port Berge Vaovao,MG
DWB,Soalala,Soalala,MG
DVD,Andavadoaka,Andavadoaka,MG
AMY,Ambatomainty,Ambatomainty,MG
ANM,Antsirabato,Antalaha,MG
ATJ,ATJ,,MG
BSV,Besakoa,Besakoa,MG
BPY,Besalampy,Besalampy,MG
BKU,BKU,,MG
BMD,Belo sur Tsiribihina,Belo Tsiribihina,MG
ZWA,ZWA,,MG
ZVA,Miandrivazo,Miandrivazo,MG
WTA,Tambphorano,Tambohorano,MG
WTS,Tsiroanomandidy,Tsiroanomandidy,MG
WVK,Manakara,Manakara,MG
TVA,Morafenobe,Morafenobe,MG
TTS,Tsaratanana,Tsaratanana,MG
TZO,Ankisatra,Ankisatra,MG
TMM,Tamatave,Toamasina,MG
TLE,Tulear,Toliara,MG
TNR,Antananarivo,Antananarivo,MG
VND,VND,,MG
VOH,Vohemar,Vohimarina,MG
VVB,Mahanoro,Mahanoro,MG
WAD,Andriamena,Andriamena,MG
WAM,Ambatondrazaka,Ambatondrazaka,MG
WAQ,Antsalova,Antsalova,MG
WAI,Antsohiny,Antsohihy,MG
WAK,WAK,,MG
WBD,Befandriana,Befandriana,MG
WBE,Bealanana,Bealanana,MG
WBO,Beroroha,Beroroha,MG
WOR,Ankorefo,Ankorefo,MG
WML,Malaimbandy,Malaimbandy,MG
WMN,Maroantsetra,Maroantsetra,MG
WMP,Mampikony,Mampikony,MG
WMR,Mananara,Mananara Avaratra,MG
WMV,WMV,,MG
WMD,Mandabe,Mandabe,MG
WMA,Mandritsara,Mandritsara,MG
WFI,Fianarantsoa,Fianarantsoa,MG
SMS,Sainte Marie,Sainte-Marie,MG
RVA,Farafangana,Farafangana,MG
TDV,Tanandava,Tanandava,MG
SVB,Sambava,Sambava,MG
JVA,Ankavandra,Ankavandra,MG
IVA,Ambanja,Ambanja,MG
HVA,Analalava,Analalava,MG
MJN,Amborovy,Mahajanga,MG
NOS,Fascene,Nosy-Be,MG
OHB,Moramanga,Moramanga,MG
MXT,Maintirano,Maintirano,MG
MXM,Morombe,Morombe,MG
MNJ,Mananjary,Mananjary,MG
MOQ,Morondava,Morondava,MG
OVA,Bekily,Bekily,MG
MJB,Mejit Island,Mejit Island,MH
MAV,Maloelap,Maloelap Atoll,MH
MAJ,Marshall Islands Intl,Majuro,MH
KIO,Kili Island,Kili Island,MH
UTK,Utirik Atoll,Utirik Island,MH
UIT,Jaluit,Jaluit,MH
BII,Enyu Airfield,Bikini Atoll,MH
AIC,Airok,Airok,MH
AIM,Ailuk Island,Ailuk Island,MH
AUL,Aur Island,Aur Island,MH
EAL,Elenak,Kwajalein Atoll,MH
EBN,Ebadon Island,Ebadon Island,MH
EBO,Ebon Atoll,Ebon Island,MH
EJT,Enijet,Mili Atoll,MH
ENT,Enewetak Island,Enewetak Island,MH
IMI,Ine Island,Ine Island,MH
JAT,Jabot,Jabot Island,MH
JEJ,Jeh,Jeh Island,MH
KBT,Kaben,Kaben,MH
KWA,Bucholz Army Airfield,Kwajalein Island,MH
LIK,Likiep,Likiep Island,MH
LML,Lae,Lae,MH
LOF,Loen,Loen Island,MH
MIJ,Mili Island,Mili Island,MH
MJE,Majkin,Majkin,MH
NDK,Namdrik Island,Namdrik Island,MH
RNP,Rongelap,Rongelap,MH
TBV,Tabal Island,Tabal Island,MH
TIC,Tinak Island,Tinak Island,MH
UJE,Ujae I.,Ujae Island,MH
WJA,Woja,Woja Island,MH
WTE,Wotje,Wotje,MH
WTO,Wotho Atoll,Wotho,MH
SKP,Skopje Alexander the Great,Skopje,MK
OHD,Ohrid St. Paul the Apostle,Ohrid,MK
NIX,NIX,,ML
MZI,MZI,,ML
KSS,KSS,,ML
KNZ,KNZ,,ML
KTX,Koutiala,Koutiala,ML
KYS,Kayes,Kayes,ML
SZU,Segou,Segou,ML
NRM,Nara,Nara,ML
BKO,Bamako-Senou Intl,Bamako,ML
GUD,GUD,,ML
EYL,Yelimane,Yelimane,ML
GAQ,Korogoussou,Gao,ML
GAW,Gangaw,Gangaw,MM
HEB,Hinthada,Hinthada,MM
HOX,HOX,,MM
BMO,Bhamo,Bhamo,MM
BPE,BPE,,MM
BSX,BSX,,MM
AKY,Sittwe,Sittwe,MM
HEH,Heho,Heho,MM
KHM,Khamti,Khamtis,MM
KMV,Kalemyo,Kalemyo,MM
KYT,Kyauktu,Kyauktu,MM
MGK,Mong Ton,Mong Ton,MM
MGU,Manaung,Manaung,MM
MOE,Momeik,Momeik,MM
NMS,Namsang,Nansang,MM
NPD,Naypyidaw - Naypyitaw,Naypyidaw - Naypyitaw,MM
NYT,Nay Pyi Taw,Nay Pyi Taw,MM
NYU,Nyaung U,Bagan/Nyaung-u,MM
PPU,Papun,Papun,MM
THL,Tachilek,Tachilek,MM
TIO,Tilin,Tilin,MM
XYE,Ye,Ye,MM
SNW,Thandwe,Thandwe,MM
TVY,Tavoy,Dawei,MM
KYP,Kyaukpyu,Kyaukpyu,MM
LIW,Loikaw,Loikaw,MM
LSH,Lashio,Lashio,MM
MGZ,Myeik,Myeik,MM
MDL,Mandalay Intl,Mandalay,MM
KAW,Kawthaung,Kawthaung,MM
KET,Keng Tung,Kentung,MM
MWQ,Magwe,Magway,MM
MYT,Myitkyina,Myitkyina,MM
MOG,MOG,,MM
MNU,Mawlamyine,Mawlamyine,MM
NMT,Namtu,Namtu,MM
PAA,Pa An,Pa An,MM
PBU,Putao,Putao,MM
PKK,PKK,,MM
PRU,PRU,,MM
RGN,Yangon Intl,Yangon,MM
MXW,Mandalgobi,Mandalgovi,MN
KHR,KHR,,MN
HVD,Khovd,Khovd,MN
ULN,Ulaanbaatar,Ulaanbaatar,MN
ULO,Ulaangam,Ulaangom,MN
ULZ,Uliastai,Uliastai,MN
UGA,"Bulgan, Bulgan",Bulgan,MN
TSZ,Tsetserleg,Tsetserleg,MN
TNZ,Tosontsengel,Tosontsengel,MN
UUN,Baruun-Urt,Baruun-Urt,MN
HBU,Bulgan Khovd,Bulgan Khovd,MN
HTM,Khatgal,Khatgal,MN
LTI,Altai,Altai,MN
MXV,Moron,Moron,MN
UGT,Umnugobitour,Umnugobitour,MN
ULG,Ulgit,Ulgit,MN
UNR,Ondorhaan/Underkhaan,Ondorkhaan,MN
BYN,Bayankhongor,Bayankhongor,MN
AVK,Arvaikheer,Arvaikheer,MN
HJT,Khujirt,Khujirt,MN
ERT,ERT,,MN
DLZ,Dalanzadgad,Dalanzadgad,MN
COQ,Choibalsan,Choibalsan,MN
MFM,Macau Intl,Macau,MO
XZM,Macao Ferry Terminal,Macao,MO
SPN,Saipan Intl,Saipan,MP
TIQ,Tinian,Tinian,MP
ROP,Rota Intl,Rota,MP
FDF,Fort De France,Fort De France,MQ
FGD,FGD,,MR
CGT,Chinguetti,Chinguetti,MR
BGH,BGH,,MR
AJJ,Akjoujt,Akjoujt,MR
AEO,Aioun El Atrouss,Aioun el Atrouss,MR
ATR,Mouakchott Intl,Atar,MR
EMN,Nema,Nema,MR
MBR,Mbout,Mbout,MR
OUZ, Zouerate,Zouerate,MR
SEY,Selibaby,Selibabi,MR
THT,Tamchakett,Tamchakett,MR
OTL,Boutilimit,Boutilimit,MR
NDB,Nouadhibou,Nouadhibou,MR
MOM,Moudjeria,Moudjeria,MR
NKC,Nouakchott Intl,Nouakchott,MR
KFA,Kiffa,Kiffa,MR
KED,Kaedi,Kaedi,MR
LEG,Aleg,Aleg,MR
TIY,Tidjikja,Tidjikja,MR
THI,THI,,MR
TMD,Timbedra,Timbedra,MR
MNI,MNI,,MS
GZM,Gozo Heliport,Gozo,MT
MLA,Malta Intl,Malta,MT
MRU,Sir Seewoosagur Ramgoolam Intl,Mauritius,MU
RRG,Rodrigues Island,Rodrigues Island,MU
DRV,DRV,,MV
FVM,Fuvahmulaku Island,Fuvahmulaku Island,MV
GAN,Gan Intl,Gan Island,MV
GKK,GKK,,MV
HAQ,Hanimaadhoo Intl,Hanimaadhoo Island,MV
KDM,Kaadedhdhoo,Kaadedhdhoo,MV
KDO,Kadhdhoo,Kadhdhoo Island,MV
MLE,Ibrahim Nasir Intl,Male,MV
MAI,Mangochi,Mangochi,MW
LIX,Likoma Island,Likoma Island,MW
LLW,Lilongwe Intl,Lilongwe,MW
LMB,Salima,Salima,MW
KGJ,Karonga,Karonga,MW
KBQ,Kasungu,Kasungu,MW
MYZ,Monkey Bay,Monkey Bay,MW
VUU,MVUU Camp,Blantyre,MW
ZZU,Mzuzu,Mzuzu,MW
BLZ,Chileka,Blantyre,MW
CMK,Club Makokola,Club Makokola,MW
CEH,Chelinda,Chelinda,MW
CEN,Ciudad Obregon,Ciudad Obregon,MX
BHL,BHL,,MX
AZG,Apatzingan,Apatzingan,MX
AJS,Abreojos,Abreojos,MX
AGU,Jesus Teran Peredo I Aguascalients Intl,Aguascalientes,MX
ACA,Acapulco Intl,Acapulco,MX
CJT,Copalar,Comitan,MX
CME,Ciudad del Carmen Intl,Ciudad Del Carmen,MX
CNA,CNA,,MX
CPE,Campeche Intl,Campeche,MX
CTM,Chetumal Intl,Chetumal,MX
CZM,Cozumel,Cozumel,MX
CYW,CYW,,MX
CUA,CUA,,MX
CUL,Culiacan Intl,Culiacan,MX
CUN,Cancun Intl,Cancun,MX
CUU,Gen Fierro Villalobos Intl,Chihuahua,MX
CVJ,General Mariano Matamoros,Cuernavaca,MX
CVM,Ciudad Victoria Intl,Ciudad Victoria,MX
DGO,General Guadalupe Victoria Intl,Durango,MX
ESE,Ensenada,Ensenada,MX
GDL,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,MX
HMO,General Ignacio Pesqueira García Intl,Hermosillo,MX
GUB,Guerrero Negro,Guerrero Negro,MX
GYM,Gen Jose Maria Yanez,Guaymas,MX
AZP,Atizapan,Mexico City,MX
BJX,Leon Del Bajio Intl,Leon Guanajuato,MX
CJS,Abraham Gonzalez Intl,Ciudad Juarez,MX
CLQ,Lic. Miguel de la Madrid,Colima,MX
CZA,CZA,,MX
HUX,Bahías de Huatulco International,Huatulco,MX
JAL,El Lencero,Jalapa,MX
MEX,Benito Juarez Intl,Mexico City,MX
NCG,NCG,,MX
NLU,Santa Lucia,Mexico City,MX
NTR,NTR,,MX
PAZ,El Tajin National,Poza Rica,MX
PBC,Hermanos Serdan Intl,Puebla,MX
PCO,Punta Colorada,Punta Colorada,MX
PJZ,Puerto Juarez,Puerto Juarez,MX
PNO,Pinotepa Nacional,Pinotepa Nacional,MX
PUH,Pochutla,Pochutla,MX
QRO,Queretaro Intercontinental,Queretaro,MX
QTZ,Coatzacoalcos,Coatzacoalcos,MX
SZT,SZT,,MX
TLC,Jose Morelos Y Pavon,Mexico City,MX
VER,Veracruz,Veracruz,MX
ZCL,La Calera,Zacatecas,MX
ZIH,Ixtapa/Zihuatanejo Intl,Ixtapa/Zihuatanejo,MX
ZLO,Manzanillo,Manzanillo,MX
ZMM,Zamora,Zamora,MX
XAL,XAL,,MX
